ID, IMDB_rating, Title, Rated, Runtime, Genre, Votes, Gross, Metascore
        tt0367110,8.2,Swades,Not Rated,189 min,Drama,77891,$1.22M,70
        tt0363163,8.2,Downfall,R,156 min,Biography  Drama  History,315909,$5.51M,82
        tt0347149,8.2,Howl's Moving Castle,PG,119 min,Animation  Adventure  Family,297408,$4.71M,80
        tt0268978,8.2,A Beautiful Mind,PG-13,135 min,Biography  Drama,802096,$170.74M,72
        tt0242519,8.2,Hera Pheri,Not Rated,156 min,Action  Comedy  Crime,51054,NaN,72
        tt0120735,8.2,Lock Stock and Two Smoking Barrels,R,107 min,Comedy  Crime,509333,$3.90M,66
        tt0119488,8.2,L.A. Confidential,R,138 min,Crime  Drama  Mystery,508671,$64.62M,90
        tt0113277,8.2,Heat,R,170 min,Crime  Drama  Thriller,544358,$67.44M,76
        tt0112641,8.2,Casino,R,178 min,Crime  Drama,435242,$42.44M,73
        tt0109117,8.2,Everyone Has Their Own Style,PG,160 min,Comedy  Family  Romance,46944,NaN,73
        tt0105695,8.2,Unforgiven,R,130 min,Drama  Western,355047,$101.16M,85
        tt0097576,8.2,Indiana Jones and the Last Crusade,PG-13,127 min,Action  Adventure,658221,$197.17M,65
        tt0096283,8.2,My Neighbor Totoro,G,86 min,Animation  Family  Fantasy,256826,$1.11M,86
        tt0095016,8.2,Die Hard,R,132 min,Action  Thriller,749485,$83.01M,72
        tt0089881,8.2,Ran,R,162 min,Action  Drama,103942,$3.52M,96
        tt0081398,8.2,Raging Bull,R,129 min,Biography  Drama  Sport,302845,$23.38M,89
        tt0079944,8.2,Stalker,Not Rated,162 min,Drama  Sci-Fi,104769,$0.23M,89
        tt0074896,8.2,The Message,PG,177 min,Biography  Drama  History,41297,NaN,89
        tt0073707,8.2,Sholay,Not Rated,162 min,Action  Adventure  Comedy,48560,NaN,89
        tt0071853,8.2,Monty Python and the Holy Grail,PG,91 min,Adventure  Comedy  Fantasy,478745,$1.23M,93
        tt0071315,8.2,Chinatown,R,130 min,Drama  Mystery  Thriller,276781,$29.20M,92
        tt0060107,8.2,Andrei Rublev,R,205 min,Biography  Drama  History,41869,$0.10M,92
        tt0057115,8.2,The Great Escape,Not Rated,172 min,Adventure  Drama  History,212697,$12.10M,87
        tt0056592,8.2,To Kill a Mockingbird,Not Rated,129 min,Crime  Drama,281592,NaN,88
        tt0055630,8.2,Yojimbo,Not Rated,110 min,Action  Drama  Thriller,102945,NaN,88
        tt0055031,8.2,Judgment at Nuremberg,Not Rated,179 min,Drama  War,64678,NaN,60
        tt0053291,8.2,Some Like It Hot,Not Rated,121 min,Comedy  Music  Romance,230183,$25.00M,98
        tt0050986,8.2,Wild Strawberries,Not Rated,91 min,Drama  Romance,88266,NaN,98
        tt0050976,8.2,The Seventh Seal,Not Rated,96 min,Drama  Fantasy,150582,NaN,98
        tt0046912,8.2,Dial M for Murder,PG,105 min,Crime  Thriller,146687,$0.01M,75
        tt0046438,8.2,Tokyo Story,Not Rated,136 min,Drama,46922,NaN,75
        tt0042876,8.2,Rashômon,Not Rated,88 min,Crime  Drama  Mystery,141986,$0.10M,98
        tt0042192,8.2,All About Eve,Passed,138 min,Drama,113837,$0.01M,98
        tt0042041,8.2,White Heat,Not Rated,114 min,Action  Crime  Drama,27342,NaN,98
        tt0040897,8.2,The Treasure of the Sierra Madre,Passed,126 min,Adventure  Drama  Western,107672,$5.01M,98
        tt0040725,8.2,The Red Shoes,Not Rated,135 min,Drama  Music  Romance,27659,$10.90M,98
        tt0015864,8.2,The Gold Rush,Not Rated,95 min,Adventure  Comedy  Drama,93460,$5.45M,98
        tt0015324,8.2,Sherlock Jr.,Not Rated,45 min,Action  Comedy  Romance,36390,$0.98M,98
        tt8367814,8.1,The Gentlemen,R,113 min,Action  Comedy  Crime,41107,NaN,51
        tt5571734,8.1,Pink,Not Rated,136 min,Drama  Thriller,34895,$1.24M,51
        tt4857264,8.1,The Invisible Guest,Not Rated,106 min,Crime  Mystery  Thriller,102149,NaN,51
        tt4016934,8.1,The Handmaiden,Not Rated,145 min,Drama  Romance  Thriller,92421,$2.01M,84
        tt3612616,8.1,Mommy,R,139 min,Drama,45735,$3.49M,74
        tt3390572,8.1,Haider,Not Rated,160 min,Crime  Drama  Thriller,47432,$0.90M,74
        tt3315342,8.1,Logan,R,137 min,Action  Drama  Sci-Fi,601108,$226.28M,77
        tt3170832,8.1,Room,R,118 min,Drama  Thriller,338080,$14.68M,86
        tt3011894,8.1,Relatos salvajes,R,122 min,Comedy  Drama  Thriller,160501,$3.11M,77
        ,,,,,,,NaN,
